PREFIX	CHAR	ACTION	SUFFIX	NAME	Variation	Loop	Gameplay	REC.	IMPL.	used for	SPEAKER	MOOD	COMMENT	EN	CEN	DE	CDE	EN - Proofread	Changed?	Simplified Chinese	
vo_ply_ply_	nin_	ammo_pickup_execute_	normal_04	vo_ply_ply_nin_ammo_pickup_execute_normal_04				omuk	philipp	pickup ammo	Ninja	stealthy	picks up ammo for shuriken/gun/heal	Got it.	2		0	Got it.		拿到了	
vo_ply_ply_	nin_	ammo_pickup_execute_	tense_00	vo_ply_ply_nin_ammo_pickup_execute_tense_00				omuk	philipp	pickup ammo	Ninja	tense	picks up ammo for shuriken/gun/heal	Good.	1		0	Good.		好	
vo_ply_ply_	nin_	ammo_pickup_execute_	tense_01	vo_ply_ply_nin_ammo_pickup_execute_tense_01				omuk	philipp	pickup ammo	Ninja	tense	picks up ammo for shuriken/gun/heal	Mine.	1		0	Mine.		我的	
vo_ply_ply_	nin_	ammo_pickup_execute_	tense_02	vo_ply_ply_nin_ammo_pickup_execute_tense_02				omuk	philipp	pickup ammo	Ninja	tense	picks up ammo for shuriken/gun/heal	Got it.	2		0	Got it.		拿到了	
vo_ply_ply_	nin_	ammo_pickup_execute_	dark_00	vo_ply_ply_nin_ammo_pickup_execute_dark_00				omuk	philipp	pickup ammo	Ninja	quiet rage	picks up ammo for shuriken/gun/heal	Mine.	1		0	Mine.		我的	
vo_ply_ply_	nin_	gun_select_	normal_00	vo_ply_ply_nin_gun_select_normal_00				omuk	philipp	sel skill gun	Ninja	stealthy		Matchlock's ready.	2		0	Matchlock's ready.		火绳枪就绪	
vo_ply_ply_	nin_	gun_select_	normal_01	vo_ply_ply_nin_gun_select_normal_01				omuk	philipp	sel skill gun	Ninja	stealthy		Pistol is ready.	3		0	Pistol is ready.		手枪就绪	
vo_ply_ply_	nin_	gun_select_	normal_02	vo_ply_ply_nin_gun_select_normal_02				omuk	philipp	sel skill gun	Ninja	stealthy		Ready and loaded.	3		0	Ready and loaded.		枪已上膛	
vo_ply_ply_	nin_	gun_select_	tense_00	vo_ply_ply_nin_gun_select_tense_00				omuk	philipp	sel skill gun	Ninja	tense		Matchlock ready!	2		0	Matchlock ready!		火绳枪就绪！	
vo_ply_ply_	nin_	gun_select_	tense_01	vo_ply_ply_nin_gun_select_tense_01				omuk	philipp	sel skill gun	Ninja	tense		Pistol ready!	2		0	Pistol ready!		手枪就绪！	
vo_ply_ply_	nin_	gun_select_	tense_02	vo_ply_ply_nin_gun_select_tense_02				omuk	philipp	sel skill gun	Ninja	tense		Ready and loaded!	3		0	Ready and loaded!		枪已上膛！	
vo_ply_ply_	nin_	gun_select_	dark_00	vo_ply_ply_nin_gun_select_dark_00				omuk	philipp	sel skill gun	Ninja	quiet anger		Aiming …	2		0	Aiming…	YES	正在瞄准…	
vo_ply_ply_	nin_	gun_comment_	normal_00	vo_ply_ply_nin_gun_comment_normal_00				omuk		after skill gun	Ninja	stealthy	"rare after shot
not after last shot"	Reloading …	2		0	Reloading…	YES	重新装弹中…	
vo_ply_ply_	nin_	gun_comment_	normal_01	vo_ply_ply_nin_gun_comment_normal_01				omuk		after skill gun	Ninja	stealthy	after loading last shot	Last shot …	3		0	Last shot…	YES	最后一发…	
vo_ply_ply_	nin_	gun_comment_	tense_00	vo_ply_ply_nin_gun_comment_tense_00				omuk		after skill gun	Ninja	tense		Reloading!	1		0	Reloading.	YES	重新装弹中	
vo_ply_ply_	nin_	gun_comment_	tense_01	vo_ply_ply_nin_gun_comment_tense_01				omuk		after skill gun	Ninja	tense		Last shot!	2		0	Last shot!		最后一发!	
vo_ply_ply_	nin_	gun_comment_	dark_00	vo_ply_ply_nin_gun_comment_dark_00				omuk		after skill gun	Ninja	quiet anger		Reloading …	2		0	Reloading…	YES	重新装弹中…	
vo_ply_ply_	nin_	gun_comment_	dark_01	vo_ply_ply_nin_gun_comment_dark_01				omuk		after skill gun	Ninja	quiet anger		Last shot …	3		0	Last shot…	YES	最后一发…	
vo_ply_ply_	nin_	heal_select_	normal_00	vo_ply_ply_nin_heal_select_normal_00				omuk	philipp	sel skill heal	Ninja	stealthy		Bandages here.	2		0	Bandages here.		这里有绷带	
vo_ply_ply_	nin_	heal_select_	normal_01	vo_ply_ply_nin_heal_select_normal_01				omuk	philipp	sel skill heal	Ninja	stealthy		I'll patch that up.	4		0	I'll patch that up.		让我看看伤势	
vo_ply_ply_	nin_	heal_select_	normal_02	vo_ply_ply_nin_heal_select_normal_02				omuk	philipp	sel skill heal	Ninja	stealthy		Anyone need patching up?	4		0	Anyone need patching up?		谁需要包扎吗？	
vo_ply_ply_	nin_	heal_select_	tense_00	vo_ply_ply_nin_heal_select_tense_00				omuk	philipp	sel skill heal	Ninja	tense		I have bandages.	3		0	I have bandages.		我有绷带	
vo_ply_ply_	nin_	heal_select_	tense_01	vo_ply_ply_nin_heal_select_tense_01				omuk	philipp	sel skill heal	Ninja	tense		Who's bleeding?	2		0	Who is bleeding?	YES	谁流血了？	
vo_ply_ply_	nin_	heal_select_	tense_02	vo_ply_ply_nin_heal_select_tense_02				omuk	philipp	sel skill heal	Ninja	tense		I'll take care of it.	5		0	I'll take care of it.		交给我吧	
vo_ply_ply_	nin_	heal_select_	dark_00	vo_ply_ply_nin_heal_select_dark_00				omuk	philipp	sel skill heal	Ninja	quiet anger		Wounds …	2		0	Wounds…	YES	伤口…	
vo_ply_ply_	nin_	heal_execute_	normal_00	vo_ply_ply_nin_heal_execute_normal_00				omuk	philipp	use skill heal	Ninja	quietly	(sound) treats wound				0				
vo_ply_ply_	nin_	heal_execute_	normal_01	vo_ply_ply_nin_heal_execute_normal_01				omuk	philipp	use skill heal	Ninja	quietly	(sound) treats wound				0				
vo_ply_ply_	nin_	heal_execute_	normal_02	vo_ply_ply_nin_heal_execute_normal_02				omuk	philipp	use skill heal	Ninja	quietly	(sound) treats wound				0				
vo_ply_ply_	nin_	heal_comment_	normal_00	vo_ply_ply_nin_heal_comment_normal_00				omuk		use skill heal	Ninja	smug	rare	It'll heal.	2		0	It'll heal.		很快就好了	
vo_ply_ply_	nin_	heal_comment_	normal_01	vo_ply_ply_nin_heal_comment_normal_01				omuk		use skill heal	Ninja	smug	rare	Doesn't look too bad.	4		0	Doesn't look too bad.		不是很严重	
vo_ply_ply_	nin_	heal_comment_	tense_00	vo_ply_ply_nin_heal_comment_tense_00				omuk		use skill heal	Ninja	tense	rare	Fixed.	1		0	Fixed.		治好了	
vo_ply_ply_	nin_	heal_comment_	tense_01	vo_ply_ply_nin_heal_comment_tense_01				omuk		use skill heal	Ninja	tense	rare	Nothing fatal.	2		0	Nothing fatal.		没有大碍	
vo_ply_ply_	nin_	heal_comment_	dark_00	vo_ply_ply_nin_heal_comment_dark_00				omuk		use skill heal	Ninja	quiet anger	rare	Can't die yet.	3		0	Can't die yet.		还死不了	
vo_ply_ply_	nin_	key_door_	normal_00	vo_ply_ply_nin_key_door_normal_00				omuk	philipp	can't open locked gate	Ninja	stealthy		Locked. Better find the key.	5		0	Locked. Better find a key.	YES	上锁了，最好去找钥匙	
vo_ply_ply_	nin_	key_door_	normal_01	vo_ply_ply_nin_key_door_normal_01				omuk	philipp	can't open locked gate	Ninja	stealthy		Can't get through without a key.	6		0	Can't get through without a key.		没有钥匙过不去	
vo_ply_ply_	nin_	key_door_	normal_02	vo_ply_ply_nin_key_door_normal_02				omuk	philipp	can't open locked gate	Ninja	stealthy		I hate locks. Let's find the key.	7		0	I hate locks. Let's find the key.		就烦这些锁，去找钥匙吧	
vo_ply_ply_	nin_	key_pickup_	normal_00	vo_ply_ply_nin_key_pickup_normal_00				omuk	philipp	pickup key	Ninja	stealthy		That key is mine.	4		0	This key is mine.	YES	钥匙是我的	
vo_ply_ply_	nin_	key_pickup_	normal_01	vo_ply_ply_nin_key_pickup_normal_01				omuk	philipp	pickup key	Ninja	stealthy		I'll take this key.	4		0	I'll take this key.		钥匙归我了	
vo_ply_ply_	nin_	key_pickup_	normal_02	vo_ply_ply_nin_key_pickup_normal_02				omuk	philipp	pickup key	Ninja	stealthy		A key. Could be useful.	5		0	A key. Could be useful.		是把钥匙，说不定有用	
vo_ply_ply_	nin_	key_unlock_	normal_00	vo_ply_ply_nin_key_unlock_normal_00				omuk	philipp	unlock gate with key	Ninja	stealthy		There. Open for everyone.	4		0	There. Open for everyone.		好了，锁打开了	
vo_ply_ply_	nin_	key_unlock_	normal_01	vo_ply_ply_nin_key_unlock_normal_01				omuk	philipp	unlock gate with key	Ninja	stealthy		We can go through here now.	6		0	We can go through here now.		可以通过这里了	
vo_ply_ply_	nin_	key_unlock_	normal_02	vo_ply_ply_nin_key_unlock_normal_02				omuk	philipp	unlock gate with key	Ninja	stealthy		Good thing I have the key.	6		0	Good thing I have the key.		还好我有钥匙	
vo_ply_ply_	nin_	joke_wait	normal_00	vo_ply_ply_nin_joke_waitnormal_00				omuk		waiting too long	Ninja		starts snoring in the end	Tired of waiting. Taking a nap …	7		0	Oy, tired of waiting. Taking a nap…	YES	等得烦了，让我睡个午觉吧…	
vo_ply_ply_	nin_	joke_running	normal_00	vo_ply_ply_nin_joke_runningnormal_00				omuk		running too much	Ninja			We there yet? Who has the map? Do we have a map? Hello?	13		0	Are we there yet? Who has the map? Do we have a map? Hello?	YES	还没跑到吗？地图在谁那儿？话说到底有地图吗？听得到我说话么？	
vo_ply_ply_	nin_	joke_dropkill	normal_00	vo_ply_ply_nin_joke_dropkillnormal_00				omuk		dropkill 0.001% chance	Ninja		unused, don't record		0		0				
vo_ply_ply_	nin_	joke_dropkill	normal_01	vo_ply_ply_nin_joke_dropkillnormal_01				omuk		dropkill 0.001% chance	Ninja		quote from Assassin's Creed 2	Requiescat in Pace.	3		0	Requiescat in Pace.		愿死亡带给你平静,安息吧	
vo_ply_ply_	nin_	joke_char_select_	normal_00	vo_ply_ply_nin_joke_char_select_normal_00				omuk		char select too often	Ninja		talks to the player	Who's doing that?	3		0	Aw, come on. Who's doing that?	YES	噢，别闹了，谁在那狂点我？	
vo_ply_ply_	nin_	joke_char_select_	normal_01	vo_ply_ply_nin_joke_char_select_normal_01				omuk		char select too often	Ninja		talks to the player	Think this is funny?	4		0	You think this is funny?	YES	你觉得很好玩吗？	
vo_ply_ply_	nin_	joke_char_select_	normal_02	vo_ply_ply_nin_joke_char_select_normal_02				omuk		char select too often	Ninja		talks to the player	What? Stop it!	3		0	What? Stop it!		干什么？别按了！	
vo_ply_ply_	nin_	joke_char_select_	normal_03	vo_ply_ply_nin_joke_char_select_normal_03				omuk		char select too often	Ninja		talks to the player	That's it! Putting you on my list.	7		0	That's it! Putting you on my list.		我受够了！我要把你放到暗杀名单里	
vo_ply_ply_	nin_	joke_char_select_	normal_04	vo_ply_ply_nin_joke_char_select_normal_04				omuk		char select too often	Ninja		talks to the player	Better lock your doors. Board your windows.	7		0	Better lock your doors. Board your windows.		劝你把家门关好，窗子封上	
vo_ply_ply_	nin_	joke_char_select_	normal_05	vo_ply_ply_nin_joke_char_select_normal_05				omuk		char select too often	Ninja		talks to the player	Think I'll take a finger for this. Or two.	9		0	Think I'll take a finger for this. Or two.		我得去收你一两根指头	
vo_ply_ply_	nin_	joke_char_select_	normal_06	vo_ply_ply_nin_joke_char_select_normal_06				omuk		char select too often	Ninja		talks to the player	Maybe put poison in your soup. Spikes in your mattress.	10		0	Maybe put poison in your soup. Spikes in your mattress.		或者在你汤里下毒，床垫上放钉子	
vo_ply_ply_	nin_	joke_char_select_	normal_07	vo_ply_ply_nin_joke_char_select_normal_07				omuk		char select too often	Ninja		talks to the player	Maybe I'm waiting for you already, there, outside of your room.	11		0	Maybe I'm waiting for you already—there, outside your room.	YES	说不定我已经在等着你了，对，就在你房门外	
vo_ply_ply_	nin_	joke_char_select_	normal_08	vo_ply_ply_nin_joke_char_select_normal_08				omuk		char select too often	Ninja		talks to the player	Maybe I'm behind you right now! Better not turn around!	10		0	Maybe I'm behind you right now! Better not turn around!		说不定我现在就站在你后面！劝你不要转身！	
vo_ply_ply_	nin_	joke_char_select_	normal_09	vo_ply_ply_nin_joke_char_select_normal_09				omuk		char select too often	Ninja		talks to the player	Point is, you won't see me coming if you don't STOP–IT–RIGHT–NOW!	11		0	Point is, you won't see me coming if you don't STOP–IT–RIGHT–NOW!		总之，我会让你死得不明不白，除非你-立-刻-住-手！	
vo_ply_ply_	nin_	joke_char_select_	normal_10	vo_ply_ply_nin_joke_char_select_normal_10				omuk		char select too often	Ninja		unused, don't record		0		0				
vo_ply_ply_	nin_	joke_char_select_	normal_11	vo_ply_ply_nin_joke_char_select_normal_11				omuk		char select too often	Ninja		quote from Witcher	This sword is for monsters.	5		0	This sword is for monsters.		这把剑是对付怪物的	
vo_ply_ply_	nin_	joke_char_select_	normal_12	vo_ply_ply_nin_joke_char_select_normal_12				omuk		char select too often	Ninja		quote from Witcher	I chose the lesser of two evils.	7		0	I chose the lesser of two evils.		两害选其轻	
vo_ply_ply_	nin_	joke_char_select_	normal_13	vo_ply_ply_nin_joke_char_select_normal_13				omuk		char select too often	Ninja		quote from Metal Gear Solid	This is Snake. Colonel, can you hear me?	8		0	This is Snake. Colonel, can you hear me?		斯内克呼叫，上校，听得到吗？	
vo_ply_ply_	nin_	joke_char_select_	normal_14	vo_ply_ply_nin_joke_char_select_normal_14				omuk		char select too often	Ninja		quote from Metal Gear Solid	Kept you waiting, huh. 	5		0	Kept you waiting, huh. 		让你久等了，嗯？	链接
vo_ply_ply_	nin_	joke_char_select_	normal_15	vo_ply_ply_nin_joke_char_select_normal_15				omuk		char select too often	Ninja		quote from Metal Gear Solid	A name means nothing on the battlefield.	7		0	A name means nothing on the battlefield.		在战场上，名字没有任何意义	
vo_ply_ply_	nin_	joke_char_select_	normal_16	vo_ply_ply_nin_joke_char_select_normal_16				omuk		char select too often	Ninja		quote from Metal Gear Solid	I'm no hero. Never was, never will be.	8		0	I'm no hero. Never was, never will be.		我不是英雄，以前不是，以后也不是	
vo_ply_ply_	nin_	joke_char_select_	normal_17	vo_ply_ply_nin_joke_char_select_normal_17				omuk		char select too often	Ninja		cool action voice	Why do game characters all sound the same?	8		0	Why do the good guys…always sound the same?	YES	为什么好人的声音…听起来都一样？	
																					
														WORDCOUNT EN:	972	WORDCOUNT DE:	0				
